datetime,text,isRetweet
"February 2, 2025 @ 6:52 PM ET","RT @marklevinshowFamily and I are in Washington today. The people who came here are smiling, excited, and polite. It’s a fantastic atmosphere and the energy is everywhere. Trump signs. American flags.  People cannot wait for President Trump’s swearing in and the start of a new American era. I could not be prouder of our president and all the patriots who elected him — YOU!  God bless the USA!  And than you all!PS: I’m not hanging out with VIPs. I’m here with family and people who came here by car, bus, train, and plane to see their president. I won’t be here tomorrow. Instead, I’ll be back home reporting to you all on radio. 🇺🇸",True
"February 2, 2025 @ 6:48 PM ET","RT @NewtGingrichAfter reading inaugural addresses by Jefferson, Jackson, and FDR it is clear that the inaugural addresses @callygingrich and i heard in the Rotunda yesterday was the boldest and most decisive break with the establishment of any inaugural address, only FDR in 1933 comes close and it isnt as decisive",True
"February 2, 2025 @ 6:47 PM ET",RT @PaulIngrassiaHonored and Blessed to serve as the White House Liaison in President Trump's newly overhauled Justice Department.Thrilled to start working with Attorney General @pambondi and her exceptional team to restore LAW and ORDER across America. We have a mandate from the American people rebuild trust and confidence in our justice system by realigning it with its Constitutional prerogative.The era of WEAPONIZED JUSTICE ends TODAY.GOD BLESS AMERICA AND MAGA 🇺🇸,True
"February 2, 2025 @ 6:37 PM ET","Anybody that’s against Tariffs, including the Fake News Wall Street Journal, and Hedge Funds, is only against them because these people or entities are controlled by China, or other foreign or domestic companies. Anybody that loves and believes in the United States of America is in favor of Tariffs. They should have never ended, in favor of the Income Tax System, in 1913. The response to Tariffs has been FANTASTIC!",False
"February 2, 2025 @ 6:19 PM ET","South Africa is confiscating land, and treating certain classes of people VERY BADLY. It is a bad situation that the Radical Left Media doesn’t want to so much as mention. A massive Human Rights VIOLATION, at a minimum, is happening for all to see. The United States won’t stand for it, we will act. Also, I will be cutting off all future funding to South Africa until a full investigation of this situation has been completed!",False
"February 2, 2025 @ 5:34 PM ET","WATCH MARK LEVIN TONIGHT, on FoxNews, 8 P.M. Eastern. Great Show!",False
"February 2, 2025 @ 8:26 AM ET","We pay hundreds of Billions of Dollars to SUBSIDIZE Canada. Why? There is no reason. We don’t need anything they have. We have unlimited Energy, should make our own Cars, and have more Lumber than we can ever use. Without this massive subsidy, Canada ceases to exist as a viable Country. Harsh but true! Therefore, Canada should become our Cherished 51st State. Much lower taxes, and far better military protection for the people of Canada — AND NO TARIFFS!",False
"February 2, 2025 @ 8:09 AM ET","The “Tariff Lobby,” headed by the Globalist, and always wrong, Wall Street Journal, is working hard to justify Countries like Canada, Mexico, China, and too many others to name, continue the decades long RIPOFF OF AMERICA, both with regard to TRADE, CRIME, AND POISONOUS DRUGS that are allowed to so freely flow into AMERICA. THOSE DAYS ARE OVER! The USA has major deficits with Canada, Mexico, and China (and almost all countries!), owes 36 Trillion Dollars, and we’re not going to be the “Stupid Country” any longer. MAKE YOUR PRODUCT IN THE USA AND THERE ARE NO TARIFFS! Why should the United States lose TRILLIONS OF DOLLARS IN SUBSIDIZING OTHER COUNTRIES, and why should these other countries pay a small fraction of the cost of what USA citizens pay for Drugs and Pharmaceuticals, as an example? THIS WILL BE THE GOLDEN AGE OF AMERICA! WILL THERE BE SOME PAIN? YES, MAYBE (AND MAYBE NOT!). BUT WE WILL MAKE AMERICA GREAT AGAIN, AND IT WILL ALL BE WORTH THE PRICE THAT MUST BE PAID. WE ARE A COUNTRY THAT IS NOW BEING RUN WITH COMMON SENSE — AND THE RESULTS WILL BE SPECTACULAR!!!",False
"February 1, 2025 @ 6:21 PM ET",TARIFFS!,False
"February 1, 2025 @ 5:42 PM ET","Today, I have implemented a 25% Tariff on Imports from Mexico and Canada (10% on Canadian Energy), and a 10% additional Tariff on China. This was done through the International Emergency Economic Powers Act (IEEPA) because of the major threat of illegal aliens and deadly drugs killing our Citizens, including fentanyl. We need to protect Americans, and it is my duty as President to ensure the safety of all. I made a promise on my Campaign to stop the flood of illegal aliens and drugs from pouring across our Borders, and Americans overwhelmingly voted in favor of it.",False
"February 1, 2025 @ 12:20 PM ET","This morning I ordered precision Military air strikes on the Senior ISIS Attack Planner and other terrorists he recruited and led in Somalia. These killers, who we found hiding in caves, threatened the United States and our Allies. The strikes destroyed the caves they live in,…",False
"February 1, 2025 @ 12:19 PM ET","It is so good to have the Venezuela Hostages back home and, very important to note, that Venezuela has agreed to receive, back into their Country, all Venezuela illegal aliens who were encamped in the U.S., including gang members of Tren de Aragua. Venezuela has further agreed to…",False
"February 1, 2025 @ 12:18 PM ET","This morning I ordered precision Military air strikes on the Senior ISIS Attack Planner and other terrorists he recruited and led in Somalia. These killers, who we found hiding in caves, threatened the United States and our Allies. The strikes destroyed the caves they live in, and killed many terrorists without, in any way, harming civilians. Our Military has targeted this ISIS Attack Planner for years, but Biden and his cronies wouldn’t act quickly enough to get the job done. I did! The message to ISIS and all others who would attack Americans is that “WE WILL FIND YOU, AND WE WILL KILL YOU!”",False
"February 1, 2025 @ 10:43 AM ET","It is so good to have the Venezuela Hostages back home and, very important to note, that Venezuela has agreed to receive, back into their Country, all Venezuela illegal aliens who were encamped in the U.S., including gang members of Tren de Aragua. Venezuela has further agreed to supply the transportation back. We are in the process of removing record numbers of illegal aliens from all Countries, and all Countries have agreed to accept these illegal aliens back. Furthermore, record numbers of criminals are being removed from our Country, and the Border numbers are the strongest they have been since the First Term of the Trump Administration!",False
"February 1, 2025 @ 8:01 AM ET","Ellie Cohanim on Israel, and Phill Flynn on Tariffs, were GREAT on Fox & Friends this morning. Real “Pros!” DJT",False
"February 1, 2025 @ 7:57 AM ET","Hostages from Venezuela arrived home last night, in great condition!",False
"January 31, 2025 @ 9:01 PM ET","So sad to see the plane go down in Philadelphia, Pennsylvania. More innocent souls lost. Our people are totally engaged. First Responders are already being given credit for doing a great job. More to follow. God Bless you all.",False
"January 31, 2025 @ 7:29 PM ET",Just been informed that we are bringing six hostages home from Venezuela. Thank you to Ric Grenell and my entire staff. Great job!,False
"January 31, 2025 @ 6:52 PM ET","I am pleased to nominate Benjamin Black to serve as the Chief Executive Officer of the United States International Development Finance Corporation (DFC). Ben will use his financial acumen and broad dealmaking expertise to ensure that our Investments around the World benefit our Citizens, and strengthen our Country.Ben holds a Master of Business Administration from Harvard Business School, a Doctor of Law from Harvard Law School, a Master of Laws-LLM and Taxation from the New York University School of Law, and a BA in History, with honors, from the University of Pennsylvania. His successful career has spanned the fields of Investing, Law, and Public Policy, and he will draw from this broad experience to deliver historic results for the American People. Ben will demand that WHEN OUR NATION INVESTS, THE UNITED STATES OF AMERICA COMES FIRST.Congratulations Ben!",False
"January 31, 2025 @ 6:36 PM ET","Photo of beautiful water flow that I just opened in California. Today, 1.6 billion gallons and, in 3 days, it will be 5.2 billion gallons. Everybody should be happy about this long fought Victory! I only wish they listened to me six years ago – There would have been no fire!",False
"January 31, 2025 @ 8:14 AM ET","The Blackhawk helicopter was flying too high, by a lot. It was far above the 200 foot limit. That’s not really too complicated to understand, is it???",False
"January 31, 2025 @ 8:09 AM ET",AMERICA FIRST DRUG PRICES!!!,False
"January 31, 2025 @ 8:00 AM ET",Biden’s choice to lead FAA…,False
"January 31, 2025 @ 7:38 AM ET",This is just one reason why our Country WAS going to hell!!!,False
"January 30, 2025 @ 8:27 PM ET","The idea that the BRICS Countries are trying to move away from the Dollar, while we stand by and watch, is OVER. We are going to require a commitment from these seemingly hostile Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they will face 100% Tariffs, and should expect to say goodbye to selling into the wonderful U.S. Economy. They can go find another sucker Nation. There is no chance that BRICS will replace the U.S. Dollar in International Trade, or anywhere else, and any Country that tries should say hello to Tariffs, and goodbye to America!",False
